"","leto","drzava","drzavljanstvo","spol","stevilo"
"5420",2009,"Denmark","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",2
"5421",2009,"Denmark","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",3
"5422",2009,"Denmark","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",10
"5423",2009,"Denmark","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",98
"5424",2009,"Denmark","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",86
"5425",2009,"Denmark","Recognised non-citizens","Males",NA
"5426",2009,"Denmark","Recognised non-citizens","Females",NA
"5427",2009,"Denmark","Other european countries (aggregate changing according to the context)","Males",NA
"5428",2009,"Denmark","Other european countries (aggregate changing according to the context)","Females",NA
"5429",2009,"Germany (until 1990 former territory of the FRG)","Europe","Males",24210
"5430",2009,"Germany (until 1990 former territory of the FRG)","Europe","Females",27673
"5431",2009,"Germany (until 1990 former territory of the FRG)","Belgium","Males",31
"5432",2009,"Germany (until 1990 former territory of the FRG)","Belgium","Females",51
"5433",2009,"Germany (until 1990 former territory of the FRG)","Bulgaria","Males",344
"5434",2009,"Germany (until 1990 former territory of the FRG)","Bulgaria","Females",685
"5435",2009,"Germany (until 1990 former territory of the FRG)","Czech Republic","Males",67
"5436",2009,"Germany (until 1990 former territory of the FRG)","Czech Republic","Females",245
"5437",2009,"Germany (until 1990 former territory of the FRG)","Denmark","Males",7
"5438",2009,"Germany (until 1990 former territory of the FRG)","Denmark","Females",10
"5439",2009,"Germany (until 1990 former territory of the FRG)","Germany (until 1990 former territory of the FRG)","Males",NA
"5440",2009,"Germany (until 1990 former territory of the FRG)","Germany (until 1990 former territory of the FRG)","Females",NA
"5441",2009,"Germany (until 1990 former territory of the FRG)","Estonia","Males",16
"5442",2009,"Germany (until 1990 former territory of the FRG)","Estonia","Females",36
"5443",2009,"Germany (until 1990 former territory of the FRG)","Ireland","Males",12
"5444",2009,"Germany (until 1990 former territory of the FRG)","Ireland","Females",13
"5445",2009,"Germany (until 1990 former territory of the FRG)","Greece","Males",687
"5446",2009,"Germany (until 1990 former territory of the FRG)","Greece","Females",675
"5447",2009,"Germany (until 1990 former territory of the FRG)","Spain","Males",131
"5448",2009,"Germany (until 1990 former territory of the FRG)","Spain","Females",190
"5449",2009,"Germany (until 1990 former territory of the FRG)","France","Males",145
"5450",2009,"Germany (until 1990 former territory of the FRG)","France","Females",248
"5451",2009,"Germany (until 1990 former territory of the FRG)","Croatia","Males",216
"5452",2009,"Germany (until 1990 former territory of the FRG)","Croatia","Females",326
"5453",2009,"Germany (until 1990 former territory of the FRG)","Italy","Males",587
"5454",2009,"Germany (until 1990 former territory of the FRG)","Italy","Females",686
"5455",2009,"Germany (until 1990 former territory of the FRG)","Cyprus","Males",2
"5456",2009,"Germany (until 1990 former territory of the FRG)","Cyprus","Females",1
"5457",2009,"Germany (until 1990 former territory of the FRG)","Latvia","Males",46
"5458",2009,"Germany (until 1990 former territory of the FRG)","Latvia","Females",95
"5459",2009,"Germany (until 1990 former territory of the FRG)","Lithuania","Males",56
"5460",2009,"Germany (until 1990 former territory of the FRG)","Lithuania","Females",177
"5461",2009,"Germany (until 1990 former territory of the FRG)","Luxembourg","Males",14
"5462",2009,"Germany (until 1990 former territory of the FRG)","Luxembourg","Females",10
"5463",2009,"Germany (until 1990 former territory of the FRG)","Hungary","Males",203
"5464",2009,"Germany (until 1990 former territory of the FRG)","Hungary","Females",409
"5465",2009,"Germany (until 1990 former territory of the FRG)","Malta","Males",0
"5466",2009,"Germany (until 1990 former territory of the FRG)","Malta","Females",0
"5467",2009,"Germany (until 1990 former territory of the FRG)","Netherlands","Males",177
"5468",2009,"Germany (until 1990 former territory of the FRG)","Netherlands","Females",188
"5469",2009,"Germany (until 1990 former territory of the FRG)","Austria","Males",156
"5470",2009,"Germany (until 1990 former territory of the FRG)","Austria","Females",177
"5471",2009,"Germany (until 1990 former territory of the FRG)","Poland","Males",991
"5472",2009,"Germany (until 1990 former territory of the FRG)","Poland","Females",2850
"5473",2009,"Germany (until 1990 former territory of the FRG)","Portugal","Males",140
"5474",2009,"Germany (until 1990 former territory of the FRG)","Portugal","Females",137
"5475",2009,"Germany (until 1990 former territory of the FRG)","Romania","Males",664
"5476",2009,"Germany (until 1990 former territory of the FRG)","Romania","Females",1693
"5477",2009,"Germany (until 1990 former territory of the FRG)","Slovenia","Males",62
"5478",2009,"Germany (until 1990 former territory of the FRG)","Slovenia","Females",95
"5479",2009,"Germany (until 1990 former territory of the FRG)","Slovakia","Males",53
"5480",2009,"Germany (until 1990 former territory of the FRG)","Slovakia","Females",200
"5481",2009,"Germany (until 1990 former territory of the FRG)","Finland","Males",20
"5482",2009,"Germany (until 1990 former territory of the FRG)","Finland","Females",59
"5483",2009,"Germany (until 1990 former territory of the FRG)","Sweden","Males",23
"5484",2009,"Germany (until 1990 former territory of the FRG)","Sweden","Females",39
"5485",2009,"Germany (until 1990 former territory of the FRG)","United Kingdom","Males",125
"5486",2009,"Germany (until 1990 former territory of the FRG)","United Kingdom","Females",135
"5487",2009,"Germany (until 1990 former territory of the FRG)","Iceland","Males",2
"5488",2009,"Germany (until 1990 former territory of the FRG)","Iceland","Females",3
"5489",2009,"Germany (until 1990 former territory of the FRG)","Liechtenstein","Males",0
"5490",2009,"Germany (until 1990 former territory of the FRG)","Liechtenstein","Females",0
"5491",2009,"Germany (until 1990 former territory of the FRG)","Norway","Males",0
"5492",2009,"Germany (until 1990 former territory of the FRG)","Norway","Females",1
"5493",2009,"Germany (until 1990 former territory of the FRG)","Switzerland","Males",129
"5494",2009,"Germany (until 1990 former territory of the FRG)","Switzerland","Females",191
"5495",2009,"Germany (until 1990 former territory of the FRG)","Former Yugoslav Republic of Macedonia, the","Males",433
"5496",2009,"Germany (until 1990 former territory of the FRG)","Former Yugoslav Republic of Macedonia, the","Females",397
"5497",2009,"Germany (until 1990 former territory of the FRG)","Turkey","Males",13459
"5498",2009,"Germany (until 1990 former territory of the FRG)","Turkey","Females",11188
"5499",2009,"Germany (until 1990 former territory of the FRG)","Andorra","Males",0
"5500",2009,"Germany (until 1990 former territory of the FRG)","Andorra","Females",0
"5501",2009,"Germany (until 1990 former territory of the FRG)","Albania","Males",131
"5502",2009,"Germany (until 1990 former territory of the FRG)","Albania","Females",136
"5503",2009,"Germany (until 1990 former territory of the FRG)","Bosnia and Herzegovina","Males",775
"5504",2009,"Germany (until 1990 former territory of the FRG)","Bosnia and Herzegovina","Females",958
"5505",2009,"Germany (until 1990 former territory of the FRG)","Belarus","Males",80
"5506",2009,"Germany (until 1990 former territory of the FRG)","Belarus","Females",179
"5507",2009,"Germany (until 1990 former territory of the FRG)","Faroes (DK)","Males",NA
"5508",2009,"Germany (until 1990 former territory of the FRG)","Faroes (DK)","Females",NA
"5509",2009,"Germany (until 1990 former territory of the FRG)","Guernsey","Males",0
"5510",2009,"Germany (until 1990 former territory of the FRG)","Guernsey","Females",0
"5511",2009,"Germany (until 1990 former territory of the FRG)","Gibraltar (UK)","Males",NA
"5512",2009,"Germany (until 1990 former territory of the FRG)","Gibraltar (UK)","Females",NA
"5513",2009,"Germany (until 1990 former territory of the FRG)","Isle of Man","Males",0
"5514",2009,"Germany (until 1990 former territory of the FRG)","Isle of Man","Females",0
"5515",2009,"Germany (until 1990 former territory of the FRG)","Jersey","Males",0
"5516",2009,"Germany (until 1990 former territory of the FRG)","Jersey","Females",0
"5517",2009,"Germany (until 1990 former territory of the FRG)","Monaco","Males",1
"5518",2009,"Germany (until 1990 former territory of the FRG)","Monaco","Females",1
"5519",2009,"Germany (until 1990 former territory of the FRG)","Moldova","Males",129
"5520",2009,"Germany (until 1990 former territory of the FRG)","Moldova","Females",154
"5521",2009,"Germany (until 1990 former territory of the FRG)","Montenegro","Males",47
"5522",2009,"Germany (until 1990 former territory of the FRG)","Montenegro","Females",75
"5523",2009,"Germany (until 1990 former territory of the FRG)","Serbia","Males",2276
"5524",2009,"Germany (until 1990 former territory of the FRG)","Serbia","Females",1898
"5525",2009,"Germany (until 1990 former territory of the FRG)","Russia","Males",944
"5526",2009,"Germany (until 1990 former territory of the FRG)","Russia","Females",1533
"5527",2009,"Germany (until 1990 former territory of the FRG)","San Marino","Males",0
"5528",2009,"Germany (until 1990 former territory of the FRG)","San Marino","Females",0
"5529",2009,"Germany (until 1990 former territory of the FRG)","Ukraine","Males",824
"5530",2009,"Germany (until 1990 former territory of the FRG)","Ukraine","Females",1521
"5531",2009,"Germany (until 1990 former territory of the FRG)","Vatican City State","Males",0
"5532",2009,"Germany (until 1990 former territory of the FRG)","Vatican City State","Females",0
"5533",2009,"Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",NA
"5534",2009,"Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",NA
"5535",2009,"Germany (until 1990 former territory of the FRG)","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",5
"5536",2009,"Germany (until 1990 former territory of the FRG)","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",8
"5537",2009,"Germany (until 1990 former territory of the FRG)","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",0
"5538",2009,"Germany (until 1990 former territory of the FRG)","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",0
"5539",2009,"Germany (until 1990 former territory of the FRG)","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",0
"5540",2009,"Germany (until 1990 former territory of the FRG)","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",0
"5541",2009,"Germany (until 1990 former territory of the FRG)","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",0
"5542",2009,"Germany (until 1990 former territory of the FRG)","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",0
"5543",2009,"Germany (until 1990 former territory of the FRG)","Recognised non-citizens","Males",NA
"5544",2009,"Germany (until 1990 former territory of the FRG)","Recognised non-citizens","Females",NA
"5545",2009,"Germany (until 1990 former territory of the FRG)","Other european countries (aggregate changing according to the context)","Males",NA
"5546",2009,"Germany (until 1990 former territory of the FRG)","Other european countries (aggregate changing according to the context)","Females",NA
"5547",2009,"Estonia","Europe","Males",754
"5548",2009,"Estonia","Europe","Females",913
"5549",2009,"Estonia","Belgium","Males",0
"5550",2009,"Estonia","Belgium","Females",0
"5551",2009,"Estonia","Bulgaria","Males",0
"5552",2009,"Estonia","Bulgaria","Females",0
"5553",2009,"Estonia","Czech Republic","Males",0
"5554",2009,"Estonia","Czech Republic","Females",0
"5555",2009,"Estonia","Denmark","Males",0
"5556",2009,"Estonia","Denmark","Females",0
"5557",2009,"Estonia","Germany (until 1990 former territory of the FRG)","Males",0
"5558",2009,"Estonia","Germany (until 1990 former territory of the FRG)","Females",0
"5559",2009,"Estonia","Estonia","Males",0
"5560",2009,"Estonia","Estonia","Females",0
"5561",2009,"Estonia","Ireland","Males",0
"5562",2009,"Estonia","Ireland","Females",0
"5563",2009,"Estonia","Greece","Males",0
"5564",2009,"Estonia","Greece","Females",0
"5565",2009,"Estonia","Spain","Males",0
"5566",2009,"Estonia","Spain","Females",0
"5567",2009,"Estonia","France","Males",0
"5568",2009,"Estonia","France","Females",0
"5569",2009,"Estonia","Croatia","Males",0
"5570",2009,"Estonia","Croatia","Females",0
"5571",2009,"Estonia","Italy","Males",0
"5572",2009,"Estonia","Italy","Females",0
"5573",2009,"Estonia","Cyprus","Males",0
"5574",2009,"Estonia","Cyprus","Females",0
"5575",2009,"Estonia","Latvia","Males",0
"5576",2009,"Estonia","Latvia","Females",0
"5577",2009,"Estonia","Lithuania","Males",2
"5578",2009,"Estonia","Lithuania","Females",1
"5579",2009,"Estonia","Luxembourg","Males",0
"5580",2009,"Estonia","Luxembourg","Females",0
"5581",2009,"Estonia","Hungary","Males",0
"5582",2009,"Estonia","Hungary","Females",0
"5583",2009,"Estonia","Malta","Males",0
"5584",2009,"Estonia","Malta","Females",0
"5585",2009,"Estonia","Netherlands","Males",0
"5586",2009,"Estonia","Netherlands","Females",0
"5587",2009,"Estonia","Austria","Males",0
"5588",2009,"Estonia","Austria","Females",0
"5589",2009,"Estonia","Poland","Males",0
"5590",2009,"Estonia","Poland","Females",0
"5591",2009,"Estonia","Portugal","Males",0
"5592",2009,"Estonia","Portugal","Females",0
"5593",2009,"Estonia","Romania","Males",0
"5594",2009,"Estonia","Romania","Females",0
"5595",2009,"Estonia","Slovenia","Males",0
"5596",2009,"Estonia","Slovenia","Females",0
"5597",2009,"Estonia","Slovakia","Males",0
"5598",2009,"Estonia","Slovakia","Females",0
"5599",2009,"Estonia","Finland","Males",0
"5600",2009,"Estonia","Finland","Females",0
"5601",2009,"Estonia","Sweden","Males",0
"5602",2009,"Estonia","Sweden","Females",0
"5603",2009,"Estonia","United Kingdom","Males",0
"5604",2009,"Estonia","United Kingdom","Females",0
"5605",2009,"Estonia","Iceland","Males",0
"5606",2009,"Estonia","Iceland","Females",0
"5607",2009,"Estonia","Liechtenstein","Males",0
"5608",2009,"Estonia","Liechtenstein","Females",0
"5609",2009,"Estonia","Norway","Males",0
"5610",2009,"Estonia","Norway","Females",0
"5611",2009,"Estonia","Switzerland","Males",0
"5612",2009,"Estonia","Switzerland","Females",0
"5613",2009,"Estonia","Former Yugoslav Republic of Macedonia, the","Males",0
"5614",2009,"Estonia","Former Yugoslav Republic of Macedonia, the","Females",0
"5615",2009,"Estonia","Turkey","Males",0
"5616",2009,"Estonia","Turkey","Females",0
"5617",2009,"Estonia","Andorra","Males",0
"5618",2009,"Estonia","Andorra","Females",0
"5619",2009,"Estonia","Albania","Males",0
"5620",2009,"Estonia","Albania","Females",0
"5621",2009,"Estonia","Bosnia and Herzegovina","Males",0
"5622",2009,"Estonia","Bosnia and Herzegovina","Females",0
"5623",2009,"Estonia","Belarus","Males",0
"5624",2009,"Estonia","Belarus","Females",1
"5625",2009,"Estonia","Faroes (DK)","Males",0
"5626",2009,"Estonia","Faroes (DK)","Females",0
"5627",2009,"Estonia","Guernsey","Males",0
"5628",2009,"Estonia","Guernsey","Females",0
"5629",2009,"Estonia","Gibraltar (UK)","Males",0
"5630",2009,"Estonia","Gibraltar (UK)","Females",0
"5631",2009,"Estonia","Isle of Man","Males",0
"5632",2009,"Estonia","Isle of Man","Females",0
"5633",2009,"Estonia","Jersey","Males",0
"5634",2009,"Estonia","Jersey","Females",0
"5635",2009,"Estonia","Monaco","Males",0
"5636",2009,"Estonia","Monaco","Females",0
"5637",2009,"Estonia","Moldova","Males",0
"5638",2009,"Estonia","Moldova","Females",0
"5639",2009,"Estonia","Montenegro","Males",0
"5640",2009,"Estonia","Montenegro","Females",0
"5641",2009,"Estonia","Serbia","Males",0
"5642",2009,"Estonia","Serbia","Females",0
"5643",2009,"Estonia","Russia","Males",27
"5644",2009,"Estonia","Russia","Females",60
"5645",2009,"Estonia","San Marino","Males",0
"5646",2009,"Estonia","San Marino","Females",0
"5647",2009,"Estonia","Ukraine","Males",4
"5648",2009,"Estonia","Ukraine","Females",16
"5649",2009,"Estonia","Vatican City State","Males",0
"5650",2009,"Estonia","Vatican City State","Females",0
"5651",2009,"Estonia","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",0
"5652",2009,"Estonia","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",0
"5653",2009,"Estonia","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",0
"5654",2009,"Estonia","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",0
"5655",2009,"Estonia","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",0
"5656",2009,"Estonia","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",0
"5657",2009,"Estonia","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",0
"5658",2009,"Estonia","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",0
"5659",2009,"Estonia","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",0
"5660",2009,"Estonia","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",0
"5661",2009,"Estonia","Recognised non-citizens","Males",721
"5662",2009,"Estonia","Recognised non-citizens","Females",835
"5663",2009,"Estonia","Other european countries (aggregate changing according to the context)","Males",NA
"5664",2009,"Estonia","Other european countries (aggregate changing according to the context)","Females",NA
"5665",2009,"Ireland","Europe","Males",528
"5666",2009,"Ireland","Europe","Females",497
"5667",2009,"Ireland","Belgium","Males",1
"5668",2009,"Ireland","Belgium","Females",0
"5669",2009,"Ireland","Bulgaria","Males",21
"5670",2009,"Ireland","Bulgaria","Females",16
"5671",2009,"Ireland","Czech Republic","Males",1
"5672",2009,"Ireland","Czech Republic","Females",1
"5673",2009,"Ireland","Denmark","Males",0
"5674",2009,"Ireland","Denmark","Females",0
"5675",2009,"Ireland","Germany (until 1990 former territory of the FRG)","Males",4
"5676",2009,"Ireland","Germany (until 1990 former territory of the FRG)","Females",4
"5677",2009,"Ireland","Estonia","Males",1
"5678",2009,"Ireland","Estonia","Females",1
"5679",2009,"Ireland","Ireland","Males",0
"5680",2009,"Ireland","Ireland","Females",0
"5681",2009,"Ireland","Greece","Males",2
"5682",2009,"Ireland","Greece","Females",1
"5683",2009,"Ireland","Spain","Males",1
"5684",2009,"Ireland","Spain","Females",0
"5685",2009,"Ireland","France","Males",2
"5686",2009,"Ireland","France","Females",2
"5687",2009,"Ireland","Croatia","Males",32
"5688",2009,"Ireland","Croatia","Females",20
"5689",2009,"Ireland","Italy","Males",1
"5690",2009,"Ireland","Italy","Females",0
"5691",2009,"Ireland","Cyprus","Males",0
"5692",2009,"Ireland","Cyprus","Females",0
"5693",2009,"Ireland","Latvia","Males",7
"5694",2009,"Ireland","Latvia","Females",9
"5695",2009,"Ireland","Lithuania","Males",6
"5696",2009,"Ireland","Lithuania","Females",2
"5697",2009,"Ireland","Luxembourg","Males",0
"5698",2009,"Ireland","Luxembourg","Females",0
"5699",2009,"Ireland","Hungary","Males",2
"5700",2009,"Ireland","Hungary","Females",3
"5701",2009,"Ireland","Malta","Males",1
"5702",2009,"Ireland","Malta","Females",1
"5703",2009,"Ireland","Netherlands","Males",1
"5704",2009,"Ireland","Netherlands","Females",1
"5705",2009,"Ireland","Austria","Males",0
"5706",2009,"Ireland","Austria","Females",0
"5707",2009,"Ireland","Poland","Males",10
"5708",2009,"Ireland","Poland","Females",3
"5709",2009,"Ireland","Portugal","Males",1
"5710",2009,"Ireland","Portugal","Females",1
"5711",2009,"Ireland","Romania","Males",58
"5712",2009,"Ireland","Romania","Females",58
"5713",2009,"Ireland","Slovenia","Males",0
"5714",2009,"Ireland","Slovenia","Females",0
"5715",2009,"Ireland","Slovakia","Males",5
"5716",2009,"Ireland","Slovakia","Females",1
"5717",2009,"Ireland","Finland","Males",2
"5718",2009,"Ireland","Finland","Females",1
"5719",2009,"Ireland","Sweden","Males",0
"5720",2009,"Ireland","Sweden","Females",0
"5721",2009,"Ireland","United Kingdom","Males",12
"5722",2009,"Ireland","United Kingdom","Females",18
"5723",2009,"Ireland","Iceland","Males",0
"5724",2009,"Ireland","Iceland","Females",0
"5725",2009,"Ireland","Liechtenstein","Males",0
"5726",2009,"Ireland","Liechtenstein","Females",0
"5727",2009,"Ireland","Norway","Males",1
"5728",2009,"Ireland","Norway","Females",0
"5729",2009,"Ireland","Switzerland","Males",2
"5730",2009,"Ireland","Switzerland","Females",5
"5731",2009,"Ireland","Former Yugoslav Republic of Macedonia, the","Males",2
"5732",2009,"Ireland","Former Yugoslav Republic of Macedonia, the","Females",3
"5733",2009,"Ireland","Turkey","Males",28
"5734",2009,"Ireland","Turkey","Females",9
"5735",2009,"Ireland","Andorra","Males",0
"5736",2009,"Ireland","Andorra","Females",0
"5737",2009,"Ireland","Albania","Males",17
"5738",2009,"Ireland","Albania","Females",13
"5739",2009,"Ireland","Bosnia and Herzegovina","Males",9
"5740",2009,"Ireland","Bosnia and Herzegovina","Females",8
"5741",2009,"Ireland","Belarus","Males",34
"5742",2009,"Ireland","Belarus","Females",38
"5743",2009,"Ireland","Faroes (DK)","Males",0
"5744",2009,"Ireland","Faroes (DK)","Females",0
"5745",2009,"Ireland","Guernsey","Males",0
"5746",2009,"Ireland","Guernsey","Females",0
"5747",2009,"Ireland","Gibraltar (UK)","Males",0
"5748",2009,"Ireland","Gibraltar (UK)","Females",0
"5749",2009,"Ireland","Isle of Man","Males",0
"5750",2009,"Ireland","Isle of Man","Females",0
"5751",2009,"Ireland","Jersey","Males",0
"5752",2009,"Ireland","Jersey","Females",0
"5753",2009,"Ireland","Monaco","Males",0
"5754",2009,"Ireland","Monaco","Females",0
"5755",2009,"Ireland","Moldova","Males",39
"5756",2009,"Ireland","Moldova","Females",33
"5757",2009,"Ireland","Montenegro","Males",0
"5758",2009,"Ireland","Montenegro","Females",0
"5759",2009,"Ireland","Serbia","Males",34
"5760",2009,"Ireland","Serbia","Females",30
"5761",2009,"Ireland","Russia","Males",113
"5762",2009,"Ireland","Russia","Females",140
"5763",2009,"Ireland","San Marino","Males",0
"5764",2009,"Ireland","San Marino","Females",0
"5765",2009,"Ireland","Ukraine","Males",78
"5766",2009,"Ireland","Ukraine","Females",75
"5767",2009,"Ireland","Vatican City State","Males",0
"5768",2009,"Ireland","Vatican City State","Females",0
"5769",2009,"Ireland","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",0
"5770",2009,"Ireland","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",0
"5771",2009,"Ireland","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",0
"5772",2009,"Ireland","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",0
"5773",2009,"Ireland","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",0
"5774",2009,"Ireland","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",0
"5775",2009,"Ireland","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",0
"5776",2009,"Ireland","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",0
"5777",2009,"Ireland","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",0
"5778",2009,"Ireland","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",0
"5779",2009,"Ireland","Recognised non-citizens","Males",0
"5780",2009,"Ireland","Recognised non-citizens","Females",0
"5781",2009,"Ireland","Other european countries (aggregate changing according to the context)","Males",NA
"5782",2009,"Ireland","Other european countries (aggregate changing according to the context)","Females",NA
"5783",2009,"Greece","Europe","Males",7975
"5784",2009,"Greece","Europe","Females",7590
"5785",2009,"Greece","Belgium","Males",4
"5786",2009,"Greece","Belgium","Females",9
"5787",2009,"Greece","Bulgaria","Males",41
"5788",2009,"Greece","Bulgaria","Females",21
"5789",2009,"Greece","Czech Republic","Males",5
"5790",2009,"Greece","Czech Republic","Females",3
"5791",2009,"Greece","Denmark","Males",NA
"5792",2009,"Greece","Denmark","Females",2
"5793",2009,"Greece","Germany (until 1990 former territory of the FRG)","Males",58
"5794",2009,"Greece","Germany (until 1990 former territory of the FRG)","Females",47
"5795",2009,"Greece","Estonia","Males",NA
"5796",2009,"Greece","Estonia","Females",1
"5797",2009,"Greece","Ireland","Males",NA
"5798",2009,"Greece","Ireland","Females",1
"5799",2009,"Greece","Greece","Males",NA
"5800",2009,"Greece","Greece","Females",NA
"5801",2009,"Greece","Spain","Males",NA
"5802",2009,"Greece","Spain","Females",1
"5803",2009,"Greece","France","Males",2
"5804",2009,"Greece","France","Females",5
"5805",2009,"Greece","Croatia","Males",3
"5806",2009,"Greece","Croatia","Females",2
"5807",2009,"Greece","Italy","Males",10
"5808",2009,"Greece","Italy","Females",7
"5809",2009,"Greece","Cyprus","Males",56
"5810",2009,"Greece","Cyprus","Females",31
"5811",2009,"Greece","Latvia","Males",1
"5812",2009,"Greece","Latvia","Females",1
"5813",2009,"Greece","Lithuania","Males",1
"5814",2009,"Greece","Lithuania","Females",NA
"5815",2009,"Greece","Luxembourg","Males",NA
"5816",2009,"Greece","Luxembourg","Females",NA
"5817",2009,"Greece","Hungary","Males",9
"5818",2009,"Greece","Hungary","Females",3
"5819",2009,"Greece","Malta","Males",NA
"5820",2009,"Greece","Malta","Females",NA
"5821",2009,"Greece","Netherlands","Males",4
"5822",2009,"Greece","Netherlands","Females",4
"5823",2009,"Greece","Austria","Males",NA
"5824",2009,"Greece","Austria","Females",5
"5825",2009,"Greece","Poland","Males",26
"5826",2009,"Greece","Poland","Females",7
"5827",2009,"Greece","Portugal","Males",NA
"5828",2009,"Greece","Portugal","Females",NA
"5829",2009,"Greece","Romania","Males",37
"5830",2009,"Greece","Romania","Females",26
"5831",2009,"Greece","Slovenia","Males",1
"5832",2009,"Greece","Slovenia","Females",NA
"5833",2009,"Greece","Slovakia","Males",3
"5834",2009,"Greece","Slovakia","Females",1
"5835",2009,"Greece","Finland","Males",1
"5836",2009,"Greece","Finland","Females",1
"5837",2009,"Greece","Sweden","Males",5
"5838",2009,"Greece","Sweden","Females",5
"5839",2009,"Greece","United Kingdom","Males",9
"5840",2009,"Greece","United Kingdom","Females",8
"5841",2009,"Greece","Iceland","Males",1
"5842",2009,"Greece","Iceland","Females",NA
"5843",2009,"Greece","Liechtenstein","Males",NA
"5844",2009,"Greece","Liechtenstein","Females",NA
"5845",2009,"Greece","Norway","Males",1
"5846",2009,"Greece","Norway","Females",2
"5847",2009,"Greece","Switzerland","Males",3
"5848",2009,"Greece","Switzerland","Females",6
"5849",2009,"Greece","Former Yugoslav Republic of Macedonia, the","Males",NA
"5850",2009,"Greece","Former Yugoslav Republic of Macedonia, the","Females",1
"5851",2009,"Greece","Turkey","Males",135
"5852",2009,"Greece","Turkey","Females",40
"5853",2009,"Greece","Andorra","Males",NA
"5854",2009,"Greece","Andorra","Females",NA
"5855",2009,"Greece","Albania","Males",7224
"5856",2009,"Greece","Albania","Females",7047
"5857",2009,"Greece","Bosnia and Herzegovina","Males",1
"5858",2009,"Greece","Bosnia and Herzegovina","Females",3
"5859",2009,"Greece","Belarus","Males",4
"5860",2009,"Greece","Belarus","Females",2
"5861",2009,"Greece","Faroes (DK)","Males",NA
"5862",2009,"Greece","Faroes (DK)","Females",NA
"5863",2009,"Greece","Guernsey","Males",NA
"5864",2009,"Greece","Guernsey","Females",NA
"5865",2009,"Greece","Gibraltar (UK)","Males",NA
"5866",2009,"Greece","Gibraltar (UK)","Females",NA
"5867",2009,"Greece","Isle of Man","Males",NA
"5868",2009,"Greece","Isle of Man","Females",NA
"5869",2009,"Greece","Jersey","Males",NA
"5870",2009,"Greece","Jersey","Females",NA
"5871",2009,"Greece","Monaco","Males",NA
"5872",2009,"Greece","Monaco","Females",NA
"5873",2009,"Greece","Moldova","Males",10
"5874",2009,"Greece","Moldova","Females",22
"5875",2009,"Greece","Montenegro","Males",19
"5876",2009,"Greece","Montenegro","Females",9
"5877",2009,"Greece","Serbia","Males",6
"5878",2009,"Greece","Serbia","Females",5
"5879",2009,"Greece","Russia","Males",224
"5880",2009,"Greece","Russia","Females",186
"5881",2009,"Greece","San Marino","Males",NA
"5882",2009,"Greece","San Marino","Females",NA
"5883",2009,"Greece","Ukraine","Males",65
"5884",2009,"Greece","Ukraine","Females",64
"5885",2009,"Greece","Vatican City State","Males",NA
"5886",2009,"Greece","Vatican City State","Females",NA
"5887",2009,"Greece","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",NA
"5888",2009,"Greece","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",NA
