"","leto","drzava","drzavljanstvo","spol","stevilo"
"48",2008,"European Union (28 countries)","Romania","Females",NA
"49",2008,"European Union (28 countries)","Slovenia","Males",NA
"50",2008,"European Union (28 countries)","Slovenia","Females",NA
"51",2008,"European Union (28 countries)","Slovakia","Males",NA
"52",2008,"European Union (28 countries)","Slovakia","Females",NA
"53",2008,"European Union (28 countries)","Finland","Males",NA
"54",2008,"European Union (28 countries)","Finland","Females",NA
"55",2008,"European Union (28 countries)","Sweden","Males",NA
"56",2008,"European Union (28 countries)","Sweden","Females",NA
"57",2008,"European Union (28 countries)","United Kingdom","Males",NA
"58",2008,"European Union (28 countries)","United Kingdom","Females",NA
"59",2008,"European Union (28 countries)","Iceland","Males",NA
"60",2008,"European Union (28 countries)","Iceland","Females",NA
"61",2008,"European Union (28 countries)","Liechtenstein","Males",NA
"62",2008,"European Union (28 countries)","Liechtenstein","Females",NA
"63",2008,"European Union (28 countries)","Norway","Males",NA
"64",2008,"European Union (28 countries)","Norway","Females",NA
"65",2008,"European Union (28 countries)","Switzerland","Males",NA
"66",2008,"European Union (28 countries)","Switzerland","Females",NA
"67",2008,"European Union (28 countries)","Former Yugoslav Republic of Macedonia, the","Males",NA
"68",2008,"European Union (28 countries)","Former Yugoslav Republic of Macedonia, the","Females",NA
"69",2008,"European Union (28 countries)","Turkey","Males",NA
"70",2008,"European Union (28 countries)","Turkey","Females",NA
"71",2008,"European Union (28 countries)","Andorra","Males",NA
"72",2008,"European Union (28 countries)","Andorra","Females",NA
"73",2008,"European Union (28 countries)","Albania","Males",NA
"74",2008,"European Union (28 countries)","Albania","Females",NA
"75",2008,"European Union (28 countries)","Bosnia and Herzegovina","Males",NA
"76",2008,"European Union (28 countries)","Bosnia and Herzegovina","Females",NA
"77",2008,"European Union (28 countries)","Belarus","Males",NA
"78",2008,"European Union (28 countries)","Belarus","Females",NA
"79",2008,"European Union (28 countries)","Faroes (DK)","Males",NA
"80",2008,"European Union (28 countries)","Faroes (DK)","Females",NA
"81",2008,"European Union (28 countries)","Guernsey","Males",NA
"82",2008,"European Union (28 countries)","Guernsey","Females",NA
"83",2008,"European Union (28 countries)","Gibraltar (UK)","Males",NA
"84",2008,"European Union (28 countries)","Gibraltar (UK)","Females",NA
"85",2008,"European Union (28 countries)","Isle of Man","Males",NA
"86",2008,"European Union (28 countries)","Isle of Man","Females",NA
"87",2008,"European Union (28 countries)","Jersey","Males",NA
"88",2008,"European Union (28 countries)","Jersey","Females",NA
"89",2008,"European Union (28 countries)","Monaco","Males",NA
"90",2008,"European Union (28 countries)","Monaco","Females",NA
"91",2008,"European Union (28 countries)","Moldova","Males",NA
"92",2008,"European Union (28 countries)","Moldova","Females",NA
"93",2008,"European Union (28 countries)","Montenegro","Males",NA
"94",2008,"European Union (28 countries)","Montenegro","Females",NA
"95",2008,"European Union (28 countries)","Serbia","Males",NA
"96",2008,"European Union (28 countries)","Serbia","Females",NA
"97",2008,"European Union (28 countries)","Russia","Males",NA
"98",2008,"European Union (28 countries)","Russia","Females",NA
"99",2008,"European Union (28 countries)","San Marino","Males",NA
"100",2008,"European Union (28 countries)","San Marino","Females",NA
"101",2008,"European Union (28 countries)","Ukraine","Males",NA
"102",2008,"European Union (28 countries)","Ukraine","Females",NA
"103",2008,"European Union (28 countries)","Vatican City State","Males",NA
"104",2008,"European Union (28 countries)","Vatican City State","Females",NA
"105",2008,"European Union (28 countries)","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",NA
"106",2008,"European Union (28 countries)","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",NA
"107",2008,"European Union (28 countries)","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",NA
"108",2008,"European Union (28 countries)","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",NA
"109",2008,"European Union (28 countries)","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",NA
"110",2008,"European Union (28 countries)","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",NA
"111",2008,"European Union (28 countries)","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",NA
"112",2008,"European Union (28 countries)","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",NA
"113",2008,"European Union (28 countries)","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",NA
"114",2008,"European Union (28 countries)","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",NA
"115",2008,"European Union (28 countries)","Recognised non-citizens","Males",NA
"116",2008,"European Union (28 countries)","Recognised non-citizens","Females",NA
"117",2008,"European Union (28 countries)","Other european countries (aggregate changing according to the context)","Males",NA
"118",2008,"European Union (28 countries)","Other european countries (aggregate changing according to the context)","Females",NA
"119",2008,"European Union (27 countries)","Europe","Males",NA
"120",2008,"European Union (27 countries)","Europe","Females",NA
"121",2008,"European Union (27 countries)","Belgium","Males",NA
"122",2008,"European Union (27 countries)","Belgium","Females",NA
"123",2008,"European Union (27 countries)","Bulgaria","Males",NA
"124",2008,"European Union (27 countries)","Bulgaria","Females",NA
"125",2008,"European Union (27 countries)","Czech Republic","Males",NA
"126",2008,"European Union (27 countries)","Czech Republic","Females",NA
"127",2008,"European Union (27 countries)","Denmark","Males",NA
"128",2008,"European Union (27 countries)","Denmark","Females",NA
"129",2008,"European Union (27 countries)","Germany (until 1990 former territory of the FRG)","Males",NA
"130",2008,"European Union (27 countries)","Germany (until 1990 former territory of the FRG)","Females",NA
"131",2008,"European Union (27 countries)","Estonia","Males",NA
"132",2008,"European Union (27 countries)","Estonia","Females",NA
"133",2008,"European Union (27 countries)","Ireland","Males",NA
"134",2008,"European Union (27 countries)","Ireland","Females",NA
"135",2008,"European Union (27 countries)","Greece","Males",NA
"136",2008,"European Union (27 countries)","Greece","Females",NA
"137",2008,"European Union (27 countries)","Spain","Males",NA
"138",2008,"European Union (27 countries)","Spain","Females",NA
"139",2008,"European Union (27 countries)","France","Males",NA
"140",2008,"European Union (27 countries)","France","Females",NA
"141",2008,"European Union (27 countries)","Croatia","Males",NA
"142",2008,"European Union (27 countries)","Croatia","Females",NA
"143",2008,"European Union (27 countries)","Italy","Males",NA
"144",2008,"European Union (27 countries)","Italy","Females",NA
"145",2008,"European Union (27 countries)","Cyprus","Males",NA
"146",2008,"European Union (27 countries)","Cyprus","Females",NA
"147",2008,"European Union (27 countries)","Latvia","Males",NA
"148",2008,"European Union (27 countries)","Latvia","Females",NA
"149",2008,"European Union (27 countries)","Lithuania","Males",NA
"150",2008,"European Union (27 countries)","Lithuania","Females",NA
"151",2008,"European Union (27 countries)","Luxembourg","Males",NA
"152",2008,"European Union (27 countries)","Luxembourg","Females",NA
"153",2008,"European Union (27 countries)","Hungary","Males",NA
"154",2008,"European Union (27 countries)","Hungary","Females",NA
"155",2008,"European Union (27 countries)","Malta","Males",NA
"156",2008,"European Union (27 countries)","Malta","Females",NA
"157",2008,"European Union (27 countries)","Netherlands","Males",NA
"158",2008,"European Union (27 countries)","Netherlands","Females",NA
"159",2008,"European Union (27 countries)","Austria","Males",NA
"160",2008,"European Union (27 countries)","Austria","Females",NA
"161",2008,"European Union (27 countries)","Poland","Males",NA
"162",2008,"European Union (27 countries)","Poland","Females",NA
"163",2008,"European Union (27 countries)","Portugal","Males",NA
"164",2008,"European Union (27 countries)","Portugal","Females",NA
"165",2008,"European Union (27 countries)","Romania","Males",NA
"166",2008,"European Union (27 countries)","Romania","Females",NA
"167",2008,"European Union (27 countries)","Slovenia","Males",NA
"168",2008,"European Union (27 countries)","Slovenia","Females",NA
"169",2008,"European Union (27 countries)","Slovakia","Males",NA
"170",2008,"European Union (27 countries)","Slovakia","Females",NA
"171",2008,"European Union (27 countries)","Finland","Males",NA
"172",2008,"European Union (27 countries)","Finland","Females",NA
"173",2008,"European Union (27 countries)","Sweden","Males",NA
"174",2008,"European Union (27 countries)","Sweden","Females",NA
"175",2008,"European Union (27 countries)","United Kingdom","Males",NA
"176",2008,"European Union (27 countries)","United Kingdom","Females",NA
"177",2008,"European Union (27 countries)","Iceland","Males",NA
"178",2008,"European Union (27 countries)","Iceland","Females",NA
"179",2008,"European Union (27 countries)","Liechtenstein","Males",NA
"180",2008,"European Union (27 countries)","Liechtenstein","Females",NA
"181",2008,"European Union (27 countries)","Norway","Males",NA
"182",2008,"European Union (27 countries)","Norway","Females",NA
"183",2008,"European Union (27 countries)","Switzerland","Males",NA
"184",2008,"European Union (27 countries)","Switzerland","Females",NA
"185",2008,"European Union (27 countries)","Former Yugoslav Republic of Macedonia, the","Males",NA
"186",2008,"European Union (27 countries)","Former Yugoslav Republic of Macedonia, the","Females",NA
"187",2008,"European Union (27 countries)","Turkey","Males",NA
"188",2008,"European Union (27 countries)","Turkey","Females",NA
"189",2008,"European Union (27 countries)","Andorra","Males",NA
"190",2008,"European Union (27 countries)","Andorra","Females",NA
"191",2008,"European Union (27 countries)","Albania","Males",NA
"192",2008,"European Union (27 countries)","Albania","Females",NA
"193",2008,"European Union (27 countries)","Bosnia and Herzegovina","Males",NA
"194",2008,"European Union (27 countries)","Bosnia and Herzegovina","Females",NA
"195",2008,"European Union (27 countries)","Belarus","Males",NA
"196",2008,"European Union (27 countries)","Belarus","Females",NA
"197",2008,"European Union (27 countries)","Faroes (DK)","Males",NA
"198",2008,"European Union (27 countries)","Faroes (DK)","Females",NA
"199",2008,"European Union (27 countries)","Guernsey","Males",NA
"200",2008,"European Union (27 countries)","Guernsey","Females",NA
"201",2008,"European Union (27 countries)","Gibraltar (UK)","Males",NA
"202",2008,"European Union (27 countries)","Gibraltar (UK)","Females",NA
"203",2008,"European Union (27 countries)","Isle of Man","Males",NA
"204",2008,"European Union (27 countries)","Isle of Man","Females",NA
"205",2008,"European Union (27 countries)","Jersey","Males",NA
"206",2008,"European Union (27 countries)","Jersey","Females",NA
"207",2008,"European Union (27 countries)","Monaco","Males",NA
"208",2008,"European Union (27 countries)","Monaco","Females",NA
"209",2008,"European Union (27 countries)","Moldova","Males",NA
"210",2008,"European Union (27 countries)","Moldova","Females",NA
"211",2008,"European Union (27 countries)","Montenegro","Males",NA
"212",2008,"European Union (27 countries)","Montenegro","Females",NA
"213",2008,"European Union (27 countries)","Serbia","Males",NA
"214",2008,"European Union (27 countries)","Serbia","Females",NA
"215",2008,"European Union (27 countries)","Russia","Males",NA
"216",2008,"European Union (27 countries)","Russia","Females",NA
"217",2008,"European Union (27 countries)","San Marino","Males",NA
"218",2008,"European Union (27 countries)","San Marino","Females",NA
"219",2008,"European Union (27 countries)","Ukraine","Males",NA
"220",2008,"European Union (27 countries)","Ukraine","Females",NA
"221",2008,"European Union (27 countries)","Vatican City State","Males",NA
"222",2008,"European Union (27 countries)","Vatican City State","Females",NA
"223",2008,"European Union (27 countries)","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",NA
"224",2008,"European Union (27 countries)","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",NA
"225",2008,"European Union (27 countries)","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",NA
"226",2008,"European Union (27 countries)","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",NA
"227",2008,"European Union (27 countries)","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",NA
"228",2008,"European Union (27 countries)","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",NA
"229",2008,"European Union (27 countries)","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",NA
"230",2008,"European Union (27 countries)","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",NA
"231",2008,"European Union (27 countries)","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",NA
"232",2008,"European Union (27 countries)","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",NA
"233",2008,"European Union (27 countries)","Recognised non-citizens","Males",NA
"234",2008,"European Union (27 countries)","Recognised non-citizens","Females",NA
"235",2008,"European Union (27 countries)","Other european countries (aggregate changing according to the context)","Males",NA
"236",2008,"European Union (27 countries)","Other european countries (aggregate changing according to the context)","Females",NA
"237",2008,"Belgium","Europe","Males",6945
"238",2008,"Belgium","Europe","Females",7711
"239",2008,"Belgium","Belgium","Males",0
"240",2008,"Belgium","Belgium","Females",0
"241",2008,"Belgium","Bulgaria","Males",84
"242",2008,"Belgium","Bulgaria","Females",104
"243",2008,"Belgium","Czech Republic","Males",6
"244",2008,"Belgium","Czech Republic","Females",10
"245",2008,"Belgium","Denmark","Males",0
"246",2008,"Belgium","Denmark","Females",4
"247",2008,"Belgium","Germany (until 1990 former territory of the FRG)","Males",159
"248",2008,"Belgium","Germany (until 1990 former territory of the FRG)","Females",161
"249",2008,"Belgium","Estonia","Males",1
"250",2008,"Belgium","Estonia","Females",1
"251",2008,"Belgium","Ireland","Males",4
"252",2008,"Belgium","Ireland","Females",9
"253",2008,"Belgium","Greece","Males",145
"254",2008,"Belgium","Greece","Females",119
"255",2008,"Belgium","Spain","Males",141
"256",2008,"Belgium","Spain","Females",141
"257",2008,"Belgium","France","Males",379
"258",2008,"Belgium","France","Females",459
"259",2008,"Belgium","Croatia","Males",21
"260",2008,"Belgium","Croatia","Females",38
"261",2008,"Belgium","Italy","Males",904
"262",2008,"Belgium","Italy","Females",858
"263",2008,"Belgium","Cyprus","Males",0
"264",2008,"Belgium","Cyprus","Females",3
"265",2008,"Belgium","Latvia","Males",2
"266",2008,"Belgium","Latvia","Females",8
"267",2008,"Belgium","Lithuania","Males",2
"268",2008,"Belgium","Lithuania","Females",1
"269",2008,"Belgium","Luxembourg","Males",8
"270",2008,"Belgium","Luxembourg","Females",6
"271",2008,"Belgium","Hungary","Males",9
"272",2008,"Belgium","Hungary","Females",18
"273",2008,"Belgium","Malta","Males",0
"274",2008,"Belgium","Malta","Females",0
"275",2008,"Belgium","Netherlands","Males",349
"276",2008,"Belgium","Netherlands","Females",334
"277",2008,"Belgium","Austria","Males",5
"278",2008,"Belgium","Austria","Females",7
"279",2008,"Belgium","Poland","Males",213
"280",2008,"Belgium","Poland","Females",406
"281",2008,"Belgium","Portugal","Males",118
"282",2008,"Belgium","Portugal","Females",122
"283",2008,"Belgium","Romania","Males",172
"284",2008,"Belgium","Romania","Females",308
"285",2008,"Belgium","Slovenia","Males",2
"286",2008,"Belgium","Slovenia","Females",3
"287",2008,"Belgium","Slovakia","Males",20
"288",2008,"Belgium","Slovakia","Females",44
"289",2008,"Belgium","Finland","Males",0
"290",2008,"Belgium","Finland","Females",3
"291",2008,"Belgium","Sweden","Males",5
"292",2008,"Belgium","Sweden","Females",6
"293",2008,"Belgium","United Kingdom","Males",55
"294",2008,"Belgium","United Kingdom","Females",49
"295",2008,"Belgium","Iceland","Males",0
"296",2008,"Belgium","Iceland","Females",0
"297",2008,"Belgium","Liechtenstein","Males",0
"298",2008,"Belgium","Liechtenstein","Females",0
"299",2008,"Belgium","Norway","Males",4
"300",2008,"Belgium","Norway","Females",0
"301",2008,"Belgium","Switzerland","Males",9
"302",2008,"Belgium","Switzerland","Females",6
"303",2008,"Belgium","Former Yugoslav Republic of Macedonia, the","Males",159
"304",2008,"Belgium","Former Yugoslav Republic of Macedonia, the","Females",160
"305",2008,"Belgium","Turkey","Males",1599
"306",2008,"Belgium","Turkey","Females",1583
"307",2008,"Belgium","Andorra","Males",0
"308",2008,"Belgium","Andorra","Females",1
"309",2008,"Belgium","Albania","Males",200
"310",2008,"Belgium","Albania","Females",223
"311",2008,"Belgium","Bosnia and Herzegovina","Males",105
"312",2008,"Belgium","Bosnia and Herzegovina","Females",96
"313",2008,"Belgium","Belarus","Males",72
"314",2008,"Belgium","Belarus","Females",109
"315",2008,"Belgium","Faroes (DK)","Males",0
"316",2008,"Belgium","Faroes (DK)","Females",0
"317",2008,"Belgium","Guernsey","Males",0
"318",2008,"Belgium","Guernsey","Females",0
"319",2008,"Belgium","Gibraltar (UK)","Males",0
"320",2008,"Belgium","Gibraltar (UK)","Females",0
"321",2008,"Belgium","Isle of Man","Males",0
"322",2008,"Belgium","Isle of Man","Females",0
"323",2008,"Belgium","Jersey","Males",0
"324",2008,"Belgium","Jersey","Females",0
"325",2008,"Belgium","Monaco","Males",0
"326",2008,"Belgium","Monaco","Females",0
"327",2008,"Belgium","Moldova","Males",29
"328",2008,"Belgium","Moldova","Females",44
"329",2008,"Belgium","Montenegro","Males",1
"330",2008,"Belgium","Montenegro","Females",0
"331",2008,"Belgium","Serbia","Males",37
"332",2008,"Belgium","Serbia","Females",25
"333",2008,"Belgium","Russia","Males",1215
"334",2008,"Belgium","Russia","Females",1384
"335",2008,"Belgium","San Marino","Males",1
"336",2008,"Belgium","San Marino","Females",0
"337",2008,"Belgium","Ukraine","Males",65
"338",2008,"Belgium","Ukraine","Females",160
"339",2008,"Belgium","Vatican City State","Males",0
"340",2008,"Belgium","Vatican City State","Females",0
"341",2008,"Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",0
"342",2008,"Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",0
"343",2008,"Belgium","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",388
"344",2008,"Belgium","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",365
"345",2008,"Belgium","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",1
"346",2008,"Belgium","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",0
"347",2008,"Belgium","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",33
"348",2008,"Belgium","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",89
"349",2008,"Belgium","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",223
"350",2008,"Belgium","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",244
"351",2008,"Belgium","Recognised non-citizens","Males",0
"352",2008,"Belgium","Recognised non-citizens","Females",0
"353",2008,"Belgium","Other european countries (aggregate changing according to the context)","Males",NA
"354",2008,"Belgium","Other european countries (aggregate changing according to the context)","Females",NA
"355",2008,"Bulgaria","Europe","Males",4485
"356",2008,"Bulgaria","Europe","Females",2413
"357",2008,"Bulgaria","Belgium","Males",NA
"358",2008,"Bulgaria","Belgium","Females",NA
"359",2008,"Bulgaria","Bulgaria","Males",NA
"360",2008,"Bulgaria","Bulgaria","Females",NA
"361",2008,"Bulgaria","Czech Republic","Males",1
"362",2008,"Bulgaria","Czech Republic","Females",1
"363",2008,"Bulgaria","Denmark","Males",NA
"364",2008,"Bulgaria","Denmark","Females",NA
"365",2008,"Bulgaria","Germany (until 1990 former territory of the FRG)","Males",3
"366",2008,"Bulgaria","Germany (until 1990 former territory of the FRG)","Females",5
"367",2008,"Bulgaria","Estonia","Males",NA
"368",2008,"Bulgaria","Estonia","Females",NA
"369",2008,"Bulgaria","Ireland","Males",NA
"370",2008,"Bulgaria","Ireland","Females",NA
"371",2008,"Bulgaria","Greece","Males",NA
"372",2008,"Bulgaria","Greece","Females",NA
"373",2008,"Bulgaria","Spain","Males",NA
"374",2008,"Bulgaria","Spain","Females",NA
"375",2008,"Bulgaria","France","Males",1
"376",2008,"Bulgaria","France","Females",2
"377",2008,"Bulgaria","Croatia","Males",1
"378",2008,"Bulgaria","Croatia","Females",NA
"379",2008,"Bulgaria","Italy","Males",1
"380",2008,"Bulgaria","Italy","Females",2
"381",2008,"Bulgaria","Cyprus","Males",NA
"382",2008,"Bulgaria","Cyprus","Females",NA
"383",2008,"Bulgaria","Latvia","Males",NA
"384",2008,"Bulgaria","Latvia","Females",NA
"385",2008,"Bulgaria","Lithuania","Males",NA
"386",2008,"Bulgaria","Lithuania","Females",NA
"387",2008,"Bulgaria","Luxembourg","Males",NA
"388",2008,"Bulgaria","Luxembourg","Females",NA
"389",2008,"Bulgaria","Hungary","Males",NA
"390",2008,"Bulgaria","Hungary","Females",NA
"391",2008,"Bulgaria","Malta","Males",NA
"392",2008,"Bulgaria","Malta","Females",NA
"393",2008,"Bulgaria","Netherlands","Males",1
"394",2008,"Bulgaria","Netherlands","Females",1
"395",2008,"Bulgaria","Austria","Males",1
"396",2008,"Bulgaria","Austria","Females",1
"397",2008,"Bulgaria","Poland","Males",1
"398",2008,"Bulgaria","Poland","Females",NA
"399",2008,"Bulgaria","Portugal","Males",NA
"400",2008,"Bulgaria","Portugal","Females",NA
"401",2008,"Bulgaria","Romania","Males",NA
"402",2008,"Bulgaria","Romania","Females",NA
"403",2008,"Bulgaria","Slovenia","Males",NA
"404",2008,"Bulgaria","Slovenia","Females",NA
"405",2008,"Bulgaria","Slovakia","Males",NA
"406",2008,"Bulgaria","Slovakia","Females",NA
"407",2008,"Bulgaria","Finland","Males",1
"408",2008,"Bulgaria","Finland","Females",2
"409",2008,"Bulgaria","Sweden","Males",NA
"410",2008,"Bulgaria","Sweden","Females",2
"411",2008,"Bulgaria","United Kingdom","Males",NA
"412",2008,"Bulgaria","United Kingdom","Females",NA
"413",2008,"Bulgaria","Iceland","Males",NA
"414",2008,"Bulgaria","Iceland","Females",NA
"415",2008,"Bulgaria","Liechtenstein","Males",NA
"416",2008,"Bulgaria","Liechtenstein","Females",NA
"417",2008,"Bulgaria","Norway","Males",NA
"418",2008,"Bulgaria","Norway","Females",NA
"419",2008,"Bulgaria","Switzerland","Males",2
"420",2008,"Bulgaria","Switzerland","Females",NA
"421",2008,"Bulgaria","Former Yugoslav Republic of Macedonia, the","Males",2655
"422",2008,"Bulgaria","Former Yugoslav Republic of Macedonia, the","Females",982
"423",2008,"Bulgaria","Turkey","Males",19
"424",2008,"Bulgaria","Turkey","Females",10
"425",2008,"Bulgaria","Andorra","Males",NA
"426",2008,"Bulgaria","Andorra","Females",NA
"427",2008,"Bulgaria","Albania","Males",38
"428",2008,"Bulgaria","Albania","Females",28
"429",2008,"Bulgaria","Bosnia and Herzegovina","Males",NA
"430",2008,"Bulgaria","Bosnia and Herzegovina","Females",NA
"431",2008,"Bulgaria","Belarus","Males",2
"432",2008,"Bulgaria","Belarus","Females",2
"433",2008,"Bulgaria","Faroes (DK)","Males",NA
"434",2008,"Bulgaria","Faroes (DK)","Females",NA
"435",2008,"Bulgaria","Guernsey","Males",NA
"436",2008,"Bulgaria","Guernsey","Females",NA
"437",2008,"Bulgaria","Gibraltar (UK)","Males",NA
"438",2008,"Bulgaria","Gibraltar (UK)","Females",NA
"439",2008,"Bulgaria","Isle of Man","Males",NA
"440",2008,"Bulgaria","Isle of Man","Females",NA
"441",2008,"Bulgaria","Jersey","Males",NA
"442",2008,"Bulgaria","Jersey","Females",NA
"443",2008,"Bulgaria","Monaco","Males",NA
"444",2008,"Bulgaria","Monaco","Females",NA
"445",2008,"Bulgaria","Moldova","Males",1365
"446",2008,"Bulgaria","Moldova","Females",1098
"447",2008,"Bulgaria","Montenegro","Males",NA
"448",2008,"Bulgaria","Montenegro","Females",NA
"449",2008,"Bulgaria","Serbia","Males",175
"450",2008,"Bulgaria","Serbia","Females",77
"451",2008,"Bulgaria","Russia","Males",126
"452",2008,"Bulgaria","Russia","Females",106
"453",2008,"Bulgaria","San Marino","Males",NA
"454",2008,"Bulgaria","San Marino","Females",NA
"455",2008,"Bulgaria","Ukraine","Males",92
"456",2008,"Bulgaria","Ukraine","Females",94
"457",2008,"Bulgaria","Vatican City State","Males",NA
"458",2008,"Bulgaria","Vatican City State","Females",NA
"459",2008,"Bulgaria","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",NA
"460",2008,"Bulgaria","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",NA
"461",2008,"Bulgaria","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",NA
"462",2008,"Bulgaria","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",NA
"463",2008,"Bulgaria","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",NA
"464",2008,"Bulgaria","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",NA
"465",2008,"Bulgaria","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",NA
"466",2008,"Bulgaria","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",NA
"467",2008,"Bulgaria","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",NA
"468",2008,"Bulgaria","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",NA
"469",2008,"Bulgaria","Recognised non-citizens","Males",NA
"470",2008,"Bulgaria","Recognised non-citizens","Females",NA
"471",2008,"Bulgaria","Other european countries (aggregate changing according to the context)","Males",NA
"472",2008,"Bulgaria","Other european countries (aggregate changing according to the context)","Females",NA
"473",2008,"Czech Republic","Europe","Males",298
"474",2008,"Czech Republic","Europe","Females",566
"475",2008,"Czech Republic","Belgium","Males",0
"476",2008,"Czech Republic","Belgium","Females",0
"477",2008,"Czech Republic","Bulgaria","Males",3
"478",2008,"Czech Republic","Bulgaria","Females",8
"479",2008,"Czech Republic","Czech Republic","Males",0
