"","leto","drzava","drzavljanstvo","spol","stevilo"
"8658",2009,"Liechtenstein","San Marino","Females",0
"8659",2009,"Liechtenstein","Ukraine","Males",0
"8660",2009,"Liechtenstein","Ukraine","Females",2
"8661",2009,"Liechtenstein","Vatican City State","Males",0
"8662",2009,"Liechtenstein","Vatican City State","Females",0
"8663",2009,"Liechtenstein","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",0
"8664",2009,"Liechtenstein","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",0
"8665",2009,"Liechtenstein","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",0
"8666",2009,"Liechtenstein","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",3
"8667",2009,"Liechtenstein","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",0
"8668",2009,"Liechtenstein","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",0
"8669",2009,"Liechtenstein","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",0
"8670",2009,"Liechtenstein","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",0
"8671",2009,"Liechtenstein","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",0
"8672",2009,"Liechtenstein","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",0
"8673",2009,"Liechtenstein","Recognised non-citizens","Males",0
"8674",2009,"Liechtenstein","Recognised non-citizens","Females",0
"8675",2009,"Liechtenstein","Other european countries (aggregate changing according to the context)","Males",NA
"8676",2009,"Liechtenstein","Other european countries (aggregate changing according to the context)","Females",NA
"8677",2009,"Norway","Belgium","Males",63
"8678",2009,"Norway","Belgium","Females",38
"8679",2009,"Norway","Bulgaria","Males",224
"8680",2009,"Norway","Bulgaria","Females",142
"8681",2009,"Norway","Czech Republic","Males",100
"8682",2009,"Norway","Czech Republic","Females",70
"8683",2009,"Norway","Denmark","Males",485
"8684",2009,"Norway","Denmark","Females",341
"8685",2009,"Norway","Germany (until 1990 former territory of the FRG)","Males",1324
"8686",2009,"Norway","Germany (until 1990 former territory of the FRG)","Females",1140
"8687",2009,"Norway","Estonia","Males",267
"8688",2009,"Norway","Estonia","Females",183
"8689",2009,"Norway","Ireland","Males",55
"8690",2009,"Norway","Ireland","Females",35
"8691",2009,"Norway","Greece","Males",31
"8692",2009,"Norway","Greece","Females",14
"8693",2009,"Norway","Spain","Males",235
"8694",2009,"Norway","Spain","Females",166
"8695",2009,"Norway","France","Males",340
"8696",2009,"Norway","France","Females",235
"8697",2009,"Norway","Croatia","Males",23
"8698",2009,"Norway","Croatia","Females",23
"8699",2009,"Norway","Italy","Males",214
"8700",2009,"Norway","Italy","Females",129
"8701",2009,"Norway","Cyprus","Males",5
"8702",2009,"Norway","Cyprus","Females",0
"8703",2009,"Norway","Latvia","Males",594
"8704",2009,"Norway","Latvia","Females",444
"8705",2009,"Norway","Lithuania","Males",1708
"8706",2009,"Norway","Lithuania","Females",1152
"8707",2009,"Norway","Luxembourg","Males",3
"8708",2009,"Norway","Luxembourg","Females",2
"8709",2009,"Norway","Hungary","Males",130
"8710",2009,"Norway","Hungary","Females",84
"8711",2009,"Norway","Malta","Males",1
"8712",2009,"Norway","Malta","Females",1
"8713",2009,"Norway","Netherlands","Males",320
"8714",2009,"Norway","Netherlands","Females",253
"8715",2009,"Norway","Austria","Males",35
"8716",2009,"Norway","Austria","Females",44
"8717",2009,"Norway","Poland","Males",5420
"8718",2009,"Norway","Poland","Females",3487
"8719",2009,"Norway","Portugal","Males",136
"8720",2009,"Norway","Portugal","Females",85
"8721",2009,"Norway","Romania","Males",612
"8722",2009,"Norway","Romania","Females",390
"8723",2009,"Norway","Slovenia","Males",14
"8724",2009,"Norway","Slovenia","Females",10
"8725",2009,"Norway","Slovakia","Males",299
"8726",2009,"Norway","Slovakia","Females",134
"8727",2009,"Norway","Finland","Males",182
"8728",2009,"Norway","Finland","Females",194
"8729",2009,"Norway","Sweden","Males",2326
"8730",2009,"Norway","Sweden","Females",1892
"8731",2009,"Norway","United Kingdom","Males",760
"8732",2009,"Norway","United Kingdom","Females",336
"8733",2009,"Norway","Iceland","Males",701
"8734",2009,"Norway","Iceland","Females",494
"8735",2009,"Norway","Liechtenstein","Males",0
"8736",2009,"Norway","Liechtenstein","Females",1
"8737",2009,"Norway","Switzerland","Males",43
"8738",2009,"Norway","Switzerland","Females",39
"8739",2009,"Norway","Former Yugoslav Republic of Macedonia, the","Males",34
"8740",2009,"Norway","Former Yugoslav Republic of Macedonia, the","Females",25
"8741",2009,"Norway","Turkey","Males",228
"8742",2009,"Norway","Turkey","Females",161
"8743",2009,"Norway","Andorra","Males",0
"8744",2009,"Norway","Andorra","Females",0
"8745",2009,"Norway","Albania","Males",12
"8746",2009,"Norway","Albania","Females",22
"8747",2009,"Norway","Bosnia and Herzegovina","Males",59
"8748",2009,"Norway","Bosnia and Herzegovina","Females",60
"8749",2009,"Norway","Belarus","Males",16
"8750",2009,"Norway","Belarus","Females",47
"8751",2009,"Norway","Faroes (DK)","Males",0
"8752",2009,"Norway","Faroes (DK)","Females",0
"8753",2009,"Norway","Guernsey","Males",0
"8754",2009,"Norway","Guernsey","Females",0
"8755",2009,"Norway","Gibraltar (UK)","Males",0
"8756",2009,"Norway","Gibraltar (UK)","Females",0
"8757",2009,"Norway","Isle of Man","Males",0
"8758",2009,"Norway","Isle of Man","Females",0
"8759",2009,"Norway","Jersey","Males",0
"8760",2009,"Norway","Jersey","Females",0
"8761",2009,"Norway","Monaco","Males",0
"8762",2009,"Norway","Monaco","Females",0
"8763",2009,"Norway","Moldova","Males",8
"8764",2009,"Norway","Moldova","Females",26
"8765",2009,"Norway","Montenegro","Males",10
"8766",2009,"Norway","Montenegro","Females",8
"8767",2009,"Norway","Serbia","Males",187
"8768",2009,"Norway","Serbia","Females",175
"8769",2009,"Norway","Russia","Males",289
"8770",2009,"Norway","Russia","Females",626
"8771",2009,"Norway","San Marino","Males",0
"8772",2009,"Norway","San Marino","Females",0
"8773",2009,"Norway","Ukraine","Males",104
"8774",2009,"Norway","Ukraine","Females",238
"8775",2009,"Norway","Vatican City State","Males",0
"8776",2009,"Norway","Vatican City State","Females",0
"8777",2009,"Norway","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",0
"8778",2009,"Norway","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",0
"8779",2009,"Norway","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",12
"8780",2009,"Norway","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",9
"8781",2009,"Norway","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",0
"8782",2009,"Norway","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",0
"8783",2009,"Norway","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",0
"8784",2009,"Norway","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",1
"8785",2009,"Norway","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",0
"8786",2009,"Norway","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",0
"8787",2009,"Norway","Recognised non-citizens","Males",0
"8788",2009,"Norway","Recognised non-citizens","Females",0
"8789",2009,"Norway","Other european countries (aggregate changing according to the context)","Males",NA
"8790",2009,"Norway","Other european countries (aggregate changing according to the context)","Females",NA
"8791",2009,"Switzerland","Belgium","Males",611
"8792",2009,"Switzerland","Belgium","Females",487
"8793",2009,"Switzerland","Bulgaria","Males",212
"8794",2009,"Switzerland","Bulgaria","Females",324
"8795",2009,"Switzerland","Czech Republic","Males",266
"8796",2009,"Switzerland","Czech Republic","Females",295
"8797",2009,"Switzerland","Denmark","Males",291
"8798",2009,"Switzerland","Denmark","Females",244
"8799",2009,"Switzerland","Germany (until 1990 former territory of the FRG)","Males",19181
"8800",2009,"Switzerland","Germany (until 1990 former territory of the FRG)","Females",14695
"8801",2009,"Switzerland","Estonia","Males",26
"8802",2009,"Switzerland","Estonia","Females",59
"8803",2009,"Switzerland","Ireland","Males",277
"8804",2009,"Switzerland","Ireland","Females",190
"8805",2009,"Switzerland","Greece","Males",404
"8806",2009,"Switzerland","Greece","Females",309
"8807",2009,"Switzerland","Spain","Males",1380
"8808",2009,"Switzerland","Spain","Females",1242
"8809",2009,"Switzerland","France","Males",6290
"8810",2009,"Switzerland","France","Females",4847
"8811",2009,"Switzerland","Croatia","Males",207
"8812",2009,"Switzerland","Croatia","Females",342
"8813",2009,"Switzerland","Italy","Males",5195
"8814",2009,"Switzerland","Italy","Females",3473
"8815",2009,"Switzerland","Cyprus","Males",29
"8816",2009,"Switzerland","Cyprus","Females",24
"8817",2009,"Switzerland","Latvia","Males",73
"8818",2009,"Switzerland","Latvia","Females",145
"8819",2009,"Switzerland","Lithuania","Males",51
"8820",2009,"Switzerland","Lithuania","Females",107
"8821",2009,"Switzerland","Luxembourg","Males",87
"8822",2009,"Switzerland","Luxembourg","Females",65
"8823",2009,"Switzerland","Hungary","Males",506
"8824",2009,"Switzerland","Hungary","Females",634
"8825",2009,"Switzerland","Malta","Males",13
"8826",2009,"Switzerland","Malta","Females",17
"8827",2009,"Switzerland","Netherlands","Males",874
"8828",2009,"Switzerland","Netherlands","Females",658
"8829",2009,"Switzerland","Austria","Males",1647
"8830",2009,"Switzerland","Austria","Females",1145
"8831",2009,"Switzerland","Poland","Males",1119
"8832",2009,"Switzerland","Poland","Females",1058
"8833",2009,"Switzerland","Portugal","Males",7774
"8834",2009,"Switzerland","Portugal","Females",5827
"8835",2009,"Switzerland","Romania","Males",344
"8836",2009,"Switzerland","Romania","Females",696
"8837",2009,"Switzerland","Slovenia","Males",91
"8838",2009,"Switzerland","Slovenia","Females",79
"8839",2009,"Switzerland","Slovakia","Males",450
"8840",2009,"Switzerland","Slovakia","Females",683
"8841",2009,"Switzerland","Finland","Males",255
"8842",2009,"Switzerland","Finland","Females",317
"8843",2009,"Switzerland","Sweden","Males",555
"8844",2009,"Switzerland","Sweden","Females",472
"8845",2009,"Switzerland","United Kingdom","Males",2856
"8846",2009,"Switzerland","United Kingdom","Females",2189
"8847",2009,"Switzerland","Iceland","Males",43
"8848",2009,"Switzerland","Iceland","Females",29
"8849",2009,"Switzerland","Liechtenstein","Males",68
"8850",2009,"Switzerland","Liechtenstein","Females",48
"8851",2009,"Switzerland","Norway","Males",143
"8852",2009,"Switzerland","Norway","Females",122
"8853",2009,"Switzerland","Former Yugoslav Republic of Macedonia, the","Males",581
"8854",2009,"Switzerland","Former Yugoslav Republic of Macedonia, the","Females",657
"8855",2009,"Switzerland","Turkey","Males",1197
"8856",2009,"Switzerland","Turkey","Females",1054
"8857",2009,"Switzerland","Andorra","Males",0
"8858",2009,"Switzerland","Andorra","Females",1
"8859",2009,"Switzerland","Albania","Males",51
"8860",2009,"Switzerland","Albania","Females",58
"8861",2009,"Switzerland","Bosnia and Herzegovina","Males",327
"8862",2009,"Switzerland","Bosnia and Herzegovina","Females",413
"8863",2009,"Switzerland","Belarus","Males",47
"8864",2009,"Switzerland","Belarus","Females",103
"8865",2009,"Switzerland","Faroes (DK)","Males",0
"8866",2009,"Switzerland","Faroes (DK)","Females",0
"8867",2009,"Switzerland","Guernsey","Males",0
"8868",2009,"Switzerland","Guernsey","Females",0
"8869",2009,"Switzerland","Gibraltar (UK)","Males",0
"8870",2009,"Switzerland","Gibraltar (UK)","Females",0
"8871",2009,"Switzerland","Isle of Man","Males",0
"8872",2009,"Switzerland","Isle of Man","Females",0
"8873",2009,"Switzerland","Jersey","Males",0
"8874",2009,"Switzerland","Jersey","Females",0
"8875",2009,"Switzerland","Monaco","Males",1
"8876",2009,"Switzerland","Monaco","Females",1
"8877",2009,"Switzerland","Moldova","Males",41
"8878",2009,"Switzerland","Moldova","Females",100
"8879",2009,"Switzerland","Montenegro","Males",0
"8880",2009,"Switzerland","Montenegro","Females",0
"8881",2009,"Switzerland","Serbia","Males",0
"8882",2009,"Switzerland","Serbia","Females",0
"8883",2009,"Switzerland","Russia","Males",1060
"8884",2009,"Switzerland","Russia","Females",1478
"8885",2009,"Switzerland","San Marino","Males",2
"8886",2009,"Switzerland","San Marino","Females",1
"8887",2009,"Switzerland","Ukraine","Males",237
"8888",2009,"Switzerland","Ukraine","Females",518
"8889",2009,"Switzerland","Vatican City State","Males",0
"8890",2009,"Switzerland","Vatican City State","Females",0
"8891",2009,"Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",0
"8892",2009,"Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",0
"8893",2009,"Switzerland","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",2332
"8894",2009,"Switzerland","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",2363
"8895",2009,"Switzerland","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",0
"8896",2009,"Switzerland","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",0
"8897",2009,"Switzerland","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",0
"8898",2009,"Switzerland","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",0
"8899",2009,"Switzerland","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",0
"8900",2009,"Switzerland","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",0
"8901",2009,"Switzerland","Recognised non-citizens","Males",0
"8902",2009,"Switzerland","Recognised non-citizens","Females",0
"8903",2009,"Switzerland","Other european countries (aggregate changing according to the context)","Males",NA
"8904",2009,"Switzerland","Other european countries (aggregate changing according to the context)","Females",NA
"8905",2009,"Former Yugoslav Republic of Macedonia, the","Belgium","Males",NA
"8906",2009,"Former Yugoslav Republic of Macedonia, the","Belgium","Females",NA
"8907",2009,"Former Yugoslav Republic of Macedonia, the","Bulgaria","Males",NA
"8908",2009,"Former Yugoslav Republic of Macedonia, the","Bulgaria","Females",NA
"8909",2009,"Former Yugoslav Republic of Macedonia, the","Czech Republic","Males",NA
"8910",2009,"Former Yugoslav Republic of Macedonia, the","Czech Republic","Females",NA
"8911",2009,"Former Yugoslav Republic of Macedonia, the","Denmark","Males",NA
"8912",2009,"Former Yugoslav Republic of Macedonia, the","Denmark","Females",NA
"8913",2009,"Former Yugoslav Republic of Macedonia, the","Germany (until 1990 former territory of the FRG)","Males",NA
"8914",2009,"Former Yugoslav Republic of Macedonia, the","Germany (until 1990 former territory of the FRG)","Females",NA
"8915",2009,"Former Yugoslav Republic of Macedonia, the","Estonia","Males",NA
"8916",2009,"Former Yugoslav Republic of Macedonia, the","Estonia","Females",NA
"8917",2009,"Former Yugoslav Republic of Macedonia, the","Ireland","Males",NA
"8918",2009,"Former Yugoslav Republic of Macedonia, the","Ireland","Females",NA
"8919",2009,"Former Yugoslav Republic of Macedonia, the","Greece","Males",NA
"8920",2009,"Former Yugoslav Republic of Macedonia, the","Greece","Females",NA
"8921",2009,"Former Yugoslav Republic of Macedonia, the","Spain","Males",NA
"8922",2009,"Former Yugoslav Republic of Macedonia, the","Spain","Females",NA
"8923",2009,"Former Yugoslav Republic of Macedonia, the","France","Males",NA
"8924",2009,"Former Yugoslav Republic of Macedonia, the","France","Females",NA
"8925",2009,"Former Yugoslav Republic of Macedonia, the","Croatia","Males",NA
"8926",2009,"Former Yugoslav Republic of Macedonia, the","Croatia","Females",NA
"8927",2009,"Former Yugoslav Republic of Macedonia, the","Italy","Males",NA
"8928",2009,"Former Yugoslav Republic of Macedonia, the","Italy","Females",NA
"8929",2009,"Former Yugoslav Republic of Macedonia, the","Cyprus","Males",NA
"8930",2009,"Former Yugoslav Republic of Macedonia, the","Cyprus","Females",NA
"8931",2009,"Former Yugoslav Republic of Macedonia, the","Latvia","Males",NA
"8932",2009,"Former Yugoslav Republic of Macedonia, the","Latvia","Females",NA
"8933",2009,"Former Yugoslav Republic of Macedonia, the","Lithuania","Males",NA
"8934",2009,"Former Yugoslav Republic of Macedonia, the","Lithuania","Females",NA
"8935",2009,"Former Yugoslav Republic of Macedonia, the","Luxembourg","Males",NA
"8936",2009,"Former Yugoslav Republic of Macedonia, the","Luxembourg","Females",NA
"8937",2009,"Former Yugoslav Republic of Macedonia, the","Hungary","Males",NA
"8938",2009,"Former Yugoslav Republic of Macedonia, the","Hungary","Females",NA
"8939",2009,"Former Yugoslav Republic of Macedonia, the","Malta","Males",NA
"8940",2009,"Former Yugoslav Republic of Macedonia, the","Malta","Females",NA
"8941",2009,"Former Yugoslav Republic of Macedonia, the","Netherlands","Males",NA
"8942",2009,"Former Yugoslav Republic of Macedonia, the","Netherlands","Females",NA
"8943",2009,"Former Yugoslav Republic of Macedonia, the","Austria","Males",NA
"8944",2009,"Former Yugoslav Republic of Macedonia, the","Austria","Females",NA
"8945",2009,"Former Yugoslav Republic of Macedonia, the","Poland","Males",NA
"8946",2009,"Former Yugoslav Republic of Macedonia, the","Poland","Females",NA
"8947",2009,"Former Yugoslav Republic of Macedonia, the","Portugal","Males",NA
"8948",2009,"Former Yugoslav Republic of Macedonia, the","Portugal","Females",NA
"8949",2009,"Former Yugoslav Republic of Macedonia, the","Romania","Males",NA
"8950",2009,"Former Yugoslav Republic of Macedonia, the","Romania","Females",NA
"8951",2009,"Former Yugoslav Republic of Macedonia, the","Slovenia","Males",NA
"8952",2009,"Former Yugoslav Republic of Macedonia, the","Slovenia","Females",NA
"8953",2009,"Former Yugoslav Republic of Macedonia, the","Slovakia","Males",NA
"8954",2009,"Former Yugoslav Republic of Macedonia, the","Slovakia","Females",NA
"8955",2009,"Former Yugoslav Republic of Macedonia, the","Finland","Males",NA
"8956",2009,"Former Yugoslav Republic of Macedonia, the","Finland","Females",NA
"8957",2009,"Former Yugoslav Republic of Macedonia, the","Sweden","Males",NA
"8958",2009,"Former Yugoslav Republic of Macedonia, the","Sweden","Females",NA
"8959",2009,"Former Yugoslav Republic of Macedonia, the","United Kingdom","Males",NA
"8960",2009,"Former Yugoslav Republic of Macedonia, the","United Kingdom","Females",NA
"8961",2009,"Former Yugoslav Republic of Macedonia, the","Iceland","Males",NA
"8962",2009,"Former Yugoslav Republic of Macedonia, the","Iceland","Females",NA
"8963",2009,"Former Yugoslav Republic of Macedonia, the","Liechtenstein","Males",NA
"8964",2009,"Former Yugoslav Republic of Macedonia, the","Liechtenstein","Females",NA
"8965",2009,"Former Yugoslav Republic of Macedonia, the","Norway","Males",NA
"8966",2009,"Former Yugoslav Republic of Macedonia, the","Norway","Females",NA
"8967",2009,"Former Yugoslav Republic of Macedonia, the","Switzerland","Males",NA
"8968",2009,"Former Yugoslav Republic of Macedonia, the","Switzerland","Females",NA
"8969",2009,"Former Yugoslav Republic of Macedonia, the","Turkey","Males",NA
"8970",2009,"Former Yugoslav Republic of Macedonia, the","Turkey","Females",NA
"8971",2009,"Former Yugoslav Republic of Macedonia, the","Andorra","Males",NA
"8972",2009,"Former Yugoslav Republic of Macedonia, the","Andorra","Females",NA
"8973",2009,"Former Yugoslav Republic of Macedonia, the","Albania","Males",NA
"8974",2009,"Former Yugoslav Republic of Macedonia, the","Albania","Females",NA
"8975",2009,"Former Yugoslav Republic of Macedonia, the","Bosnia and Herzegovina","Males",NA
"8976",2009,"Former Yugoslav Republic of Macedonia, the","Bosnia and Herzegovina","Females",NA
"8977",2009,"Former Yugoslav Republic of Macedonia, the","Belarus","Males",NA
"8978",2009,"Former Yugoslav Republic of Macedonia, the","Belarus","Females",NA
"8979",2009,"Former Yugoslav Republic of Macedonia, the","Faroes (DK)","Males",NA
"8980",2009,"Former Yugoslav Republic of Macedonia, the","Faroes (DK)","Females",NA
"8981",2009,"Former Yugoslav Republic of Macedonia, the","Guernsey","Males",NA
"8982",2009,"Former Yugoslav Republic of Macedonia, the","Guernsey","Females",NA
"8983",2009,"Former Yugoslav Republic of Macedonia, the","Gibraltar (UK)","Males",NA
"8984",2009,"Former Yugoslav Republic of Macedonia, the","Gibraltar (UK)","Females",NA
"8985",2009,"Former Yugoslav Republic of Macedonia, the","Isle of Man","Males",NA
"8986",2009,"Former Yugoslav Republic of Macedonia, the","Isle of Man","Females",NA
"8987",2009,"Former Yugoslav Republic of Macedonia, the","Jersey","Males",NA
"8988",2009,"Former Yugoslav Republic of Macedonia, the","Jersey","Females",NA
"8989",2009,"Former Yugoslav Republic of Macedonia, the","Monaco","Males",NA
"8990",2009,"Former Yugoslav Republic of Macedonia, the","Monaco","Females",NA
"8991",2009,"Former Yugoslav Republic of Macedonia, the","Moldova","Males",NA
"8992",2009,"Former Yugoslav Republic of Macedonia, the","Moldova","Females",NA
"8993",2009,"Former Yugoslav Republic of Macedonia, the","Montenegro","Males",NA
"8994",2009,"Former Yugoslav Republic of Macedonia, the","Montenegro","Females",NA
"8995",2009,"Former Yugoslav Republic of Macedonia, the","Serbia","Males",NA
"8996",2009,"Former Yugoslav Republic of Macedonia, the","Serbia","Females",NA
"8997",2009,"Former Yugoslav Republic of Macedonia, the","Russia","Males",NA
"8998",2009,"Former Yugoslav Republic of Macedonia, the","Russia","Females",NA
"8999",2009,"Former Yugoslav Republic of Macedonia, the","San Marino","Males",NA
"9000",2009,"Former Yugoslav Republic of Macedonia, the","San Marino","Females",NA
"9001",2009,"Former Yugoslav Republic of Macedonia, the","Ukraine","Males",NA
"9002",2009,"Former Yugoslav Republic of Macedonia, the","Ukraine","Females",NA
"9003",2009,"Former Yugoslav Republic of Macedonia, the","Vatican City State","Males",NA
"9004",2009,"Former Yugoslav Republic of Macedonia, the","Vatican City State","Females",NA
"9005",2009,"Former Yugoslav Republic of Macedonia, the","Kosovo (under United Nations Security Council Resolution 1244/99)","Males",NA
"9006",2009,"Former Yugoslav Republic of Macedonia, the","Kosovo (under United Nations Security Council Resolution 1244/99)","Females",NA
"9007",2009,"Former Yugoslav Republic of Macedonia, the","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Males",NA
"9008",2009,"Former Yugoslav Republic of Macedonia, the","Former Serbia and Montenegro (before 2006) / Total components of the former Serbia and Montenegro","Females",NA
"9009",2009,"Former Yugoslav Republic of Macedonia, the","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Males",NA
"9010",2009,"Former Yugoslav Republic of Macedonia, the","Former Czechoslovakia (before 1992) / Total components of former Czechoslovakia","Females",NA
"9011",2009,"Former Yugoslav Republic of Macedonia, the","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Males",NA
"9012",2009,"Former Yugoslav Republic of Macedonia, the","Former Soviet Union (before 1991) / Total components of the former Soviet Union","Females",NA
"9013",2009,"Former Yugoslav Republic of Macedonia, the","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Males",NA
"9014",2009,"Former Yugoslav Republic of Macedonia, the","Former Yugoslavia (before 1992) / Total components of the former republic of Yugoslavia","Females",NA
"9015",2009,"Former Yugoslav Republic of Macedonia, the","Recognised non-citizens","Males",NA
"9016",2009,"Former Yugoslav Republic of Macedonia, the","Recognised non-citizens","Females",NA
"9017",2009,"Former Yugoslav Republic of Macedonia, the","Other european countries (aggregate changing according to the context)","Males",NA
"9018",2009,"Former Yugoslav Republic of Macedonia, the","Other european countries (aggregate changing according to the context)","Females",NA
"9019",2009,"Turkey","Belgium","Males",NA
"9020",2009,"Turkey","Belgium","Females",NA
"9021",2009,"Turkey","Bulgaria","Males",NA
"9022",2009,"Turkey","Bulgaria","Females",NA
"9023",2009,"Turkey","Czech Republic","Males",NA
"9024",2009,"Turkey","Czech Republic","Females",NA
"9025",2009,"Turkey","Denmark","Males",NA
"9026",2009,"Turkey","Denmark","Females",NA
"9027",2009,"Turkey","Germany (until 1990 former territory of the FRG)","Males",NA
"9028",2009,"Turkey","Germany (until 1990 former territory of the FRG)","Females",NA
"9029",2009,"Turkey","Estonia","Males",NA
"9030",2009,"Turkey","Estonia","Females",NA
"9031",2009,"Turkey","Ireland","Males",NA
"9032",2009,"Turkey","Ireland","Females",NA
"9033",2009,"Turkey","Greece","Males",NA
"9034",2009,"Turkey","Greece","Females",NA
"9035",2009,"Turkey","Spain","Males",NA
"9036",2009,"Turkey","Spain","Females",NA
"9037",2009,"Turkey","France","Males",NA
"9038",2009,"Turkey","France","Females",NA
"9039",2009,"Turkey","Croatia","Males",NA
"9040",2009,"Turkey","Croatia","Females",NA
"9041",2009,"Turkey","Italy","Males",NA
"9042",2009,"Turkey","Italy","Females",NA
"9043",2009,"Turkey","Cyprus","Males",NA
"9044",2009,"Turkey","Cyprus","Females",NA
"9045",2009,"Turkey","Latvia","Males",NA
"9046",2009,"Turkey","Latvia","Females",NA
"9047",2009,"Turkey","Lithuania","Males",NA
"9048",2009,"Turkey","Lithuania","Females",NA
"9049",2009,"Turkey","Luxembourg","Males",NA
"9050",2009,"Turkey","Luxembourg","Females",NA
"9051",2009,"Turkey","Hungary","Males",NA
"9052",2009,"Turkey","Hungary","Females",NA
"9053",2009,"Turkey","Malta","Males",NA
"9054",2009,"Turkey","Malta","Females",NA
"9055",2009,"Turkey","Netherlands","Males",NA
"9056",2009,"Turkey","Netherlands","Females",NA
"9057",2009,"Turkey","Austria","Males",NA
"9058",2009,"Turkey","Austria","Females",NA
"9059",2009,"Turkey","Poland","Males",NA
"9060",2009,"Turkey","Poland","Females",NA
"9061",2009,"Turkey","Portugal","Males",NA
"9062",2009,"Turkey","Portugal","Females",NA
"9063",2009,"Turkey","Romania","Males",NA
"9064",2009,"Turkey","Romania","Females",NA
"9065",2009,"Turkey","Slovenia","Males",NA
"9066",2009,"Turkey","Slovenia","Females",NA
"9067",2009,"Turkey","Slovakia","Males",NA
"9068",2009,"Turkey","Slovakia","Females",NA
"9069",2009,"Turkey","Finland","Males",NA
"9070",2009,"Turkey","Finland","Females",NA
"9071",2009,"Turkey","Sweden","Males",NA
"9072",2009,"Turkey","Sweden","Females",NA
"9073",2009,"Turkey","United Kingdom","Males",NA
"9074",2009,"Turkey","United Kingdom","Females",NA
"9075",2009,"Turkey","Iceland","Males",NA
"9076",2009,"Turkey","Iceland","Females",NA
"9077",2009,"Turkey","Liechtenstein","Males",NA
"9078",2009,"Turkey","Liechtenstein","Females",NA
"9079",2009,"Turkey","Norway","Males",NA
"9080",2009,"Turkey","Norway","Females",NA
"9081",2009,"Turkey","Switzerland","Males",NA
"9082",2009,"Turkey","Switzerland","Females",NA
"9083",2009,"Turkey","Former Yugoslav Republic of Macedonia, the","Males",NA
"9084",2009,"Turkey","Former Yugoslav Republic of Macedonia, the","Females",NA
"9085",2009,"Turkey","Andorra","Males",NA
"9086",2009,"Turkey","Andorra","Females",NA
"9087",2009,"Turkey","Albania","Males",NA
"9088",2009,"Turkey","Albania","Females",NA
"9089",2009,"Turkey","Bosnia and Herzegovina","Males",NA
"9090",2009,"Turkey","Bosnia and Herzegovina","Females",NA
"9091",2009,"Turkey","Belarus","Males",NA
"9092",2009,"Turkey","Belarus","Females",NA
"9093",2009,"Turkey","Faroes (DK)","Males",NA
"9094",2009,"Turkey","Faroes (DK)","Females",NA
"9095",2009,"Turkey","Guernsey","Males",NA
"9096",2009,"Turkey","Guernsey","Females",NA
"9097",2009,"Turkey","Gibraltar (UK)","Males",NA
"9098",2009,"Turkey","Gibraltar (UK)","Females",NA
"9099",2009,"Turkey","Isle of Man","Males",NA
"9100",2009,"Turkey","Isle of Man","Females",NA
"9101",2009,"Turkey","Jersey","Males",NA
"9102",2009,"Turkey","Jersey","Females",NA
"9103",2009,"Turkey","Monaco","Males",NA
"9104",2009,"Turkey","Monaco","Females",NA
"9105",2009,"Turkey","Moldova","Males",NA
"9106",2009,"Turkey","Moldova","Females",NA
"9107",2009,"Turkey","Montenegro","Males",NA
